"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","%D","ADP","Ros"
"*061vq*","Erling Haaland","MCI","F","1","FA","@CHE Sun 11:30AM","534","18.41","100%","1.58","99%"
"*04y92*","Bukayo Saka","ARS","M","2","FA","WOL Sat 10:00AM","490.5","15.82","100%","2.36","100%"
"*05nt6*","Eberechi Eze","CRY","M","3","FA","@BRF Sun 9:00AM","478","15.93","100%","11.37","100%"
"*03aqp*","Mohamed Salah","LIV","F","4","FA","@IPS Sat 7:30AM","463","15.97","100%","4.73","100%"
"*05ocl*","Ollie Watkins","AVL","F","5","FA","@WHU Sat 12:30PM","463","12.86","100%","8.08","100%"
"*05l8q*","Cole Palmer","CHE","M","6","FA","MCI Sun 11:30AM","460","15.33","100%","3.51","100%"
"*05gcr*","Bruno Fernandes","MUN","M","7","FA","FUL Fri 3:00PM","447.5","13.98","100%","5.55","100%"
"*04abb*","Phil Foden","MCI","M","8","FA","@CHE Sun 11:30AM","423.5","14.6","100%","5.94","100%"
"*02oox*","Kevin De Bruyne","MCI","M","9","FA","@CHE Sun 11:30AM","418.5","17.44","100%","10.12","100%"
"*03v9d*","Son Heung-Min","TOT","F","10","FA","@LEI Mon 3:00PM","403","13.43","100%","9.46","100%"
"*04mdn*","Anthony Gordon","NEW","M","11","FA","SOU Sat 10:00AM","388","12.93","100%","15.99","100%"
"*05r9b*","Martin Odegaard","ARS","M","12","FA","WOL Sat 10:00AM","388","12.12","100%","8.97","100%"
"*06fv8*","Mohammed Kudus","WHU","M","13","FA","AVL Sat 12:30PM","362.5","11.69","100%","19.65","99%"
"*06mgd*","Abdul Fatawu","LEI","F","14","FA","TOT Mon 3:00PM","353.5","12.19","90%","91.47","90%"
"*05o6h*","Kai Havertz","ARS","F","15","FA","WOL Sat 10:00AM","345","12.32","100%","19.06","99%"
"*04qr9*","Morgan Gibbs-White","NOT","M","16","FA","BOU Sat 10:00AM","340.5","10.32","100%","27.21","100%"
"*0414o*","James Maddison","TOT","M","17","FA","@LEI Mon 3:00PM","333","12.81","100%","17.07","100%"
"*06cm0*","Christopher Nkunku","CHE","F","18","FA","MCI Sun 11:30AM","328","14.26","100%","33.32","100%"
"*0646f*","Alexander Isak","NEW","F","19","FA","SOU Sat 10:00AM","327.5","12.13","100%","11.62","100%"
"*04p0d*","Dwight McNeil","EVE","M","20","FA","BHA Sat 10:00AM","327.5","10.56","100%","51.38","98%"
"*05ylj*","Bruno Guimaraes","NEW","M","21","FA","SOU Sat 10:00AM","321.5","9.74","100%","28.33","99%"
"*04agz*","Declan Rice","ARS","M","22","FA","WOL Sat 10:00AM","321","9.44","100%","28.46","100%"
"*06fup*","Jeremy Doku","MCI","M","23","FA","@CHE Sun 11:30AM","316.5","15.82","100%","30.79","100%"
"*052h5*","Gabriel Martinelli","ARS","M","24","FA","WOL Sat 10:00AM","312.5","13.59","100%","40.43","100%"
"*046c5*","Jarrod Bowen","WHU","M","25","FA","AVL Sat 12:30PM","311.5","10.38","100%","21.27","100%"
"*061x2*","Darwin Nunez","LIV","F","26","FA","@IPS Sat 7:30AM","310.5","14.11","100%","24.52","100%"
"*060wh*","Alejandro Garnacho","MUN","M","28","FA","FUL Fri 3:00PM","309.5","10.67","100%","39.11","100%"
"*067yv*","Cody Gakpo","LIV","F","27","FA","@IPS Sat 7:30AM","309.5","14.07","100%","46.79","99%"
"*05r8o*","Jean-Philippe Mateta","CRY","F","29","FA","@BRF Sun 9:00AM","303","10.82","100%","48.94","99%"
"*061vn*","Rodrigo Muniz","FUL","F","30","FA","@MUN Fri 3:00PM","302.5","11.2","97%","67.49","98%"
"*03srg*","Trent Alexander-Arnold","LIV","D","31","FA","@IPS Sat 7:30AM","299.5","9.98","100%","14.17","100%"
"*048xh*","Stephy Mavididi","LEI","F","32","FA","TOT Mon 3:00PM","299","10.31","87%","104.91","87%"
"*0524k*","Rodri","MCI","M","33","FA","@CHE Sun 11:30AM","295","9.52","100%","28.15","99%"
"*068y0*","Antoine Semenyo","BOU","F","34","FA","@NOT Sat 10:00AM","294.5","11.33","90%","97.68","90%"
"*045c8*","Gabriel Jesus","ARS","F","35","FA","WOL Sat 10:00AM","291","14.55","96%","68.61","98%"
"*05g2o*","Joao Pedro","BHA","F","36","FA","@EVE Sat 10:00AM","285.5","12.41","100%","54.15","99%"
"*05trb*","Bryan Mbeumo","BRF","F","37","FA","CRY Sun 9:00AM","284","10.92","100%","43.36","99%"
"*03rxs*","Harry Wilson","FUL","M","38","FA","@MUN Fri 3:00PM","282.5","10.46","51%","128.12","54%"
"*04fk6*","Bernardo Silva","MCI","M","39","FA","@CHE Sun 11:30AM","279.5","10.35","100%","42.69","99%"
"*0522h*","Alexis Mac Allister","LIV","M","40","FA","@IPS Sat 7:30AM","279","9.62","100%","50.91","99%"
"*05uns*","Leon Bailey","AVL","M","41","FA","@WHU Sat 12:30PM","277","12.59","100%","49.19","99%"
"*04mi4*","Callum Hudson-Odoi","NOT","F","42","FA","BOU Sat 10:00AM","275","10.19","87%","106.12","91%"
"*05yld*","Luis Diaz","LIV","F","43","FA","@IPS Sat 7:30AM","274.5","13.07","100%","23.26","99%"
"*05n07*","Pedro Porro","TOT","D","44","FA","@LEI Mon 3:00PM","273","8.27","100%","34.04","100%"
"*068n8*","Noni Madueke","CHE","M","45","FA","MCI Sun 11:30AM","272.5","12.39","93%","95.59","94%"
"*0647t*","Lucas Paqueta","WHU","M","46","FA","AVL Sat 12:30PM","271.5","10.06","98%","66.11","98%"
"*067yz*","Matheus Cunha","WOL","F","47","FA","@ARS Sat 10:00AM","270","10.38","98%","61.72","97%"
"*03ar4*","Adam Armstrong","SOU","F","48","FA","@NEW Sat 10:00AM","264.5","8.82","73%","121.06","76%"
"*05ylx*","Dejan Kulusevski","TOT","M","49","FA","@LEI Mon 3:00PM","261.5","11.37","100%","52.38","99%"
"*02oq8*","James Ward-Prowse","WHU","M","50","FA","AVL Sat 12:30PM","260","9.63","100%","37.73","99%"
"*0520r*","Leandro Trossard","ARS","M","51","FA","WOL Sat 10:00AM","258.5","12.93","99%","76.58","98%"
"*051k0*","John McGinn","AVL","M","53","FA","@WHU Sat 12:30PM","258","8.32","99%","75.67","97%"
"*037mo*","Willian","FUL","F","52","FA","@MUN Fri 3:00PM","258","9.56","19%","208.84","20%"
"*049tq*","Dominic Calvert-Lewin","EVE","F","54","FA","BHA Sat 10:00AM","257","9.52","87%","104.53","90%"
"*05r34*","Amad Diallo","MUN","M","55","FA","FUL Fri 3:00PM","256","12.8","82%","112.99","84%"
"*03v6w*","Ivan Toney","BRF","F","56","FA","CRY Sun 9:00AM","256","11.64","100%","25.83","100%"
"*05ogb*","Anthony Elanga","NOT","F","57","FA","BOU Sat 10:00AM","254.5","9.09","73%","128.62","73%"
"*04spw*","James Garner","EVE","M","58","FA","BHA Sat 10:00AM","249.5","8.6","34%","145.13","39%"
"*03jly*","Andreas Pereira","FUL","M","59","FA","@MUN Fri 3:00PM","249","8.59","96%","83.08","95%"
"*03yu2*","Abdoulaye Doucoure","EVE","M","60","FA","BHA Sat 10:00AM","247","8.82","72%","127.45","73%"
"*061ve*","Ryan Christie","BOU","M","61","FA","@NOT Sat 10:00AM","245.5","9.09","83%","112.23","82%"
"*062ci*","Kaoru Mitoma","BHA","M","62","FA","@EVE Sat 10:00AM","245.5","10.67","100%","44.06","99%"
"*061ya*","Brennan Johnson","TOT","F","63","FA","@LEI Mon 3:00PM","242","11","97%","75.78","97%"
"*03sbh*","Enes Unal","BOU","F","64","FA","@NOT Sat 10:00AM","239","10.86","2%","393.97","6%"
"*03gu5*","Andrew Robertson","LIV","D","65","FA","@IPS Sat 7:30AM","235.5","8.12","100%","43.44","100%"
"*06jgs*","Adam Wharton","CRY","M","66","FA","@BRF Sun 9:00AM","235.5","7.85","92%","97.53","90%"
"*05uhw*","Samuel Edozie","SOU","M","67","FA","@NEW Sat 10:00AM","235","10.68","12%","284.13","13%"
"*043qy*","Lewis Cook","BOU","M","68","FA","@NOT Sat 10:00AM","234.5","7.56","42%","144.34","45%"
"*038ze*","Alex Iwobi","FUL","M","69","FA","@MUN Fri 3:00PM","234","7.55","86%","103.57","87%"
"*03fgo*","Dominic Solanke","TOT","F","70","FA","@LEI Mon 3:00PM","234","10.64","100%","22.79","100%"
"*06mn8*","Rodrigo Gomes","WOL","F","71","FA","@ARS Sat 10:00AM","231.5","11.57","9%","308.23","16%"
"*04qr8*","Diogo Jota","LIV","F","73","FA","@IPS Sat 7:30AM","230.5","14.41","100%","54.83","99%"
"*0554t*","William Smallbone","SOU","M","72","FA","@NEW Sat 10:00AM","230.5","7.44","32%","151.97","30%"
"*0554i*","Joelinton","NEW","M","74","FA","SOU Sat 10:00AM","227","9.46","81%","107.43","84%"
"*04spq*","Jack Harrison","EVE","M","75","FA","BHA Sat 10:00AM","226","9.42","38%","135.95","39%"
"*06cmm*","Dominik Szoboszlai","LIV","M","76","FA","@IPS Sat 7:30AM","225.5","11.87","100%","52.96","100%"
"*05ubv*","Omari Hutchinson","IPS","M","77","FA","LIV Sat 7:30AM","225","9.38","85%","111.74","87%"
"*06cm1*","Nicolas Jackson","CHE","F","78","FA","MCI Sun 11:30AM","223","11.15","97%","65.5","97%"
"*06clt*","Justin Kluivert","BOU","M","79","FA","@NOT Sat 10:00AM","223","10.14","41%","151.06","41%"
"*0639x*","Marcus Tavernier","BOU","M","80","FA","@NOT Sat 10:00AM","222","10.09","85%","101.75","86%"
"*0427d*","James Tarkowski","EVE","D","81","FA","BHA Sat 10:00AM","221.5","6.51","99%","57.38","98%"
"*05uht*","Morgan Rogers","AVL","M","82","FA","@WHU Sat 12:30PM","220","12.22","82%","104.48","86%"
"*06jgi*","Daniel Munoz","CRY","D","83","FA","@BRF Sun 9:00AM","219.5","6.86","100%","60.29","99%"
"*02lm7*","Jack Grealish","MCI","M","84","FA","@CHE Sun 11:30AM","218.5","12.14","96%","86.95","96%"
"*04e1k*","Solly March","BHA","M","85","FA","@EVE Sat 10:00AM","218","11.47","94%","82.47","92%"
"*05tr8*","Christian Norgaard","BRF","M","86","FA","CRY Sun 9:00AM","217","7.75","17%","236.18","19%"
"*062h9*","Luis Sinisterra","BOU","F","87","FA","@NOT Sat 10:00AM","216.5","12.74","18%","222.08","20%"
"*04qfz*","Diogo Dalot","MUN","D","88","FA","FUL Fri 3:00PM","214.5","6.5","100%","65.95","99%"
"*0666p*","Kobbie Mainoo","MUN","M","89","FA","FUL Fri 3:00PM","214.5","7.94","99%","75.39","98%"
"*05tre*","Vitaly Janelt","BRF","M","90","FA","CRY Sun 9:00AM","213","7.1","13%","267.41","14%"
"*0626q*","Simon Adingra","BHA","M","91","FA","@EVE Sat 10:00AM","212.5","10.62","90%","96.43","90%"
"*04rzl*","Taiwo Awoniyi","NOT","F","92","FA","BOU Sat 10:00AM","212","10.6","38%","145.78","39%"
"*06mnc*","Daichi Kamada","CRY","M","93","FA","@BRF Sun 9:00AM","211.5","8.81","80%","111.61","84%"
"*02lpf*","Ross Barkley","AVL","M","94","FA","@WHU Sat 12:30PM","211","11.72","94%","89.56","91%"
"*063y7*","Destiny Udogie","TOT","D","95","FA","@LEI Mon 3:00PM","209.5","6.76","97%","89.65","97%"
"*04io3*","Mario Lemina","WOL","M","96","FA","@ARS Sat 10:00AM","209","6.74","17%","245.81","17%"
"*06exb*","Rasmus Hojlund","MUN","F","97","FA","FUL Fri 3:00PM","206","9.36","97%","74.33","96%"
"*02m5b*","Chris Wood","NOT","F","98","FA","BOU Sat 10:00AM","203","9.23","49%","134","56%"
"*06mg7*","Conor Chaplin","IPS","F","99","FA","LIV Sat 7:30AM","201.5","7.46","34%","145.62","33%"
"*04yo7*","Youri Tielemans","AVL","M","100","FA","@WHU Sat 12:30PM","199.5","9.07","42%","141.73","45%"
"*06o2t*","Niclas Füllkrug","WHU","F","101","FA","AVL Sat 12:30PM","197.5","8.98","63%","80.99","62%"
"*03ybi*","Marcus Rashford","MUN","F","102","FA","FUL Fri 3:00PM","197.5","10.97","99%","67.83","99%"
"*05m47*","George Hirst","IPS","F","103","FA","LIV Sat 7:30AM","196.5","6.55","1%","1146.91","4%"
"*06mow*","Jorgen Strand Larsen","WOL","F","104","FA","@ARS Sat 10:00AM","195.5","8.89","8%","326.44","11%"
"*06fxv*","Jean-Ricner Bellegarde","WOL","M","105","FA","@ARS Sat 10:00AM","195","8.86","1%","1168.07","1%"
"*03rxa*","Idrissa Gueye","EVE","M","106","FA","BHA Sat 10:00AM","195","6.96","6%","354.08","10%"
"*06mve*","Joshua Zirkzee","MUN","F","107","FA","FUL Fri 3:00PM","195","9.75","87%","104.88","90%"
"*05748*","Ismaila Sarr","CRY","F","108","FA","@BRF Sun 9:00AM","194","12.12","54%","117.23","56%"
"*05rb8*","Moises Caicedo","CHE","M","109","FA","MCI Sun 11:30AM","193.5","6.67","47%","136.66","51%"
"*04io4*","Richarlison","TOT","F","110","FA","@LEI Mon 3:00PM","191.5","11.97","65%","131.09","70%"
"*05tr9*","Mathias Jensen","BRF","M","111","FA","CRY Sun 9:00AM","190","8.64","50%","136.16","55%"
"*06mg6*","Wes Burns","IPS","F","112","FA","LIV Sat 7:30AM","189","7.88","2%","1097.48","2%"
"*05y55*","Kasey McAteer","LEI","M","113","FA","TOT Mon 3:00PM","189","9.45","4%","376.63","2%"
"*05w91*","Hwang Hee-Chan","WOL","F","114","FA","@ARS Sat 10:00AM","188.5","8.57","76%","123.29","78%"
"*06igk*","Ben Brereton","SOU","F","115","FA","@NEW Sat 10:00AM","188","9.4","23%","164.78","26%"
"*06dps*","Andre Onana","MUN","G","116","FA","FUL Fri 3:00PM","186","4.89","99%","93.12","99%"
"*05uor*","Yoane Wissa","BRF","F","117","FA","CRY Sun 9:00AM","185","10.28","78%","118.72","82%"
"*05udg*","Jose Sa","WOL","G","118","FA","@ARS Sat 10:00AM","184","4.84","84%","121.76","84%"
"*04aiz*","Wilfred Ndidi","LEI","M","119","FA","TOT Mon 3:00PM","184","6.81","6%","356.45","9%"
"*04e1e*","Ben White","ARS","D","120","FA","WOL Sat 10:00AM","183.5","5.73","100%","38.4","100%"
"*03vlj*","Virgil van Dijk","LIV","D","121","FA","@IPS Sat 7:30AM","182.5","5.53","100%","44.11","100%"
"*05nil*","Leif Davis","IPS","D","122","FA","LIV Sat 7:30AM","182","6.28","96%","85.69","95%"
"*068lx*","Dango Ouattara","BOU","M","123","FA","@NOT Sat 10:00AM","182","11.38","13%","273.91","16%"
"*05gcc*","Kiernan Dewsbury-Hall","CHE","M","124","FA","MCI Sun 11:30AM","181.5","9.07","85%","105.84","87%"
"*068yd*","Joao Gomes","WOL","M","125","FA","@ARS Sat 10:00AM","181.5","6.26","8%","321.35","11%"
"*032f9*","Jordan Pickford","EVE","G","126","FA","BHA Sat 10:00AM","181","4.76","94%","110.03","97%"
"*02lot*","Massimo Luongo","IPS","M","127","FA","LIV Sat 7:30AM","180.5","6.69","4%","349.84","4%"
"*061xs*","Julio Enciso","BHA","M","128","FA","@EVE Sat 10:00AM","179.5","11.22","76%","117.85","77%"
"*04sat*","Emile Smith Rowe","FUL","M","129","FA","@MUN Fri 3:00PM","175.5","9.75","94%","72.15","98%"
"*06mg0*","Sam Morsy","IPS","M","130","FA","LIV Sat 7:30AM","175","5.65","13%","278.41","15%"
"*03bwz*","Harry Winks","LEI","M","131","FA","TOT Mon 3:00PM","173","5.41","12%","280.58","12%"
"*062oq*","Joe Ayodele-Aribo","SOU","M","132","FA","@NEW Sat 10:00AM","171.5","7.46","2%","1098.24","2%"
"*06clu*","Mark Flekken","BRF","G","133","FA","CRY Sun 9:00AM","171","4.5","45%","148.53","51%"
"*056iy*","Pedro Neto","WOL","F","134","FA","@ARS Sat 10:00AM","170","9.44","100%","43.2","98%"
"*051k3*","Jacob Ramsey","AVL","M","135","FA","@WHU Sat 12:30PM","169.5","9.42","17%","233.03","20%"
"*06mga*","Mads Hermansen","LEI","G","136","FA","TOT Mon 3:00PM","169","4.45","20%","201.73","23%"
"*04qor*","Bernd Leno","FUL","G","137","FA","@MUN Fri 3:00PM","169","4.45","54%","145.68","59%"
"*05opj*","Elliot Anderson","NOT","M","138","FA","BOU Sat 10:00AM","168","8.4","18%","223.41","17%"
"*06cms*","Sandro Tonali","NEW","M","139","FA","SOU Sat 10:00AM","166.5","7.57","65%","126.48","65%"
"*062hb*","Flynn Downes","SOU","M","140","FA","@NEW Sat 10:00AM","166","5.35","3%","398.37","4%"
"*04civ*","Scott McTominay","MUN","M","141","FA","FUL Fri 3:00PM","166","8.3","28%","151.32","33%"
"*068a3*","Danilo","NOT","M","144","FA","BOU Sat 10:00AM","165","7.5","3%","394.35","4%"
"*05tr1*","Ethan Pinnock","BRF","D","142","FA","CRY Sun 9:00AM","165","5.32","96%","91.41","94%"
"*05w7t*","Pape Sarr","TOT","M","143","FA","@LEI Mon 3:00PM","165","7.5","15%","267.06","15%"
"*05oig*","Liam Delap","IPS","F","145","FA","LIV Sat 7:30AM","164","6.31","12%","288.74","12%"
"*06mpp*","Mats Wieffer","BHA","M","146","FA","@EVE Sat 10:00AM","164","8.2","7%","327.34","10%"
"*068yt*","Sasa Lukic","FUL","M","147","FA","@MUN Fri 3:00PM","162","5.79","0%","1156","2%"
"*05r94*","Iliman Ndiaye","EVE","F","148","FA","BHA Sat 10:00AM","161.5","10.09","26%","152.89","30%"
"*03rzp*","Antonee Robinson","FUL","D","149","FA","@MUN Fri 3:00PM","160.5","4.86","99%","71.91","98%"
"*05rff*","Jaden Philogene-Bidace","AVL","F","150","FA","@WHU Sat 12:30PM","159","12.23","11%","302.73","11%"
"*04sft*","Yves Bissouma","TOT","M","151","FA","@LEI Mon 3:00PM","157","6.04","10%","304.46","12%"
"*04xjr*","Harvey Elliott","LIV","M","152","FA","@IPS Sat 7:30AM","157","9.81","81%","120.84","82%"
"*044ei*","Nick Pope","NEW","G","153","FA","SOU Sat 10:00AM","156","4.11","88%","124.77","91%"
"*04sjt*","Alisson","LIV","G","154","FA","@IPS Sat 7:30AM","155","4.08","99%","91.61","99%"
"*068a7*","Pablo Sarabia","WOL","M","155","FA","@ARS Sat 10:00AM","154","9.62","73%","119.89","74%"
"*05l27*","Jarrad Branthwaite","EVE","D","156","FA","BHA Sat 10:00AM","153","4.5","96%","95.46","96%"
"*04rd0*","Bobby De Cordova-Reid","LEI","F","157","FA","TOT Mon 3:00PM","152.5","7.62","5%","365.2","5%"
"*068ym*","Enzo Fernandez","CHE","M","158","FA","MCI Sun 11:30AM","151.5","6.89","74%","120.47","76%"
"*05gcp*","Tomas Soucek","WHU","M","159","FA","AVL Sat 12:30PM","151.5","7.97","66%","128.21","67%"
"*067zv*","Kevin Schade","BRF","M","160","FA","CRY Sun 9:00AM","151","9.44","15%","246.15","18%"
"*04tzt*","Jefferson Lerma","CRY","M","161","FA","@BRF Sun 9:00AM","150.5","6.84","9%","310.92","9%"
"*0632a*","Sekou Mara","SOU","F","162","FA","@NEW Sat 10:00AM","149.5","9.34","2%","385.46","2%"
"*062ot*","Cheick Doucoure","CRY","M","163","FA","@BRF Sun 9:00AM","148","7.4","2%","1126.13","2%"
"*05os4*","Rayan Ait-Nouri","WOL","D","164","FA","@ARS Sat 10:00AM","147.5","5.09","79%","119.9","80%"
"*06ex4*","Josko Gvardiol","MCI","D","165","FA","@CHE Sun 11:30AM","147","5.65","100%","39.55","99%"
"*06mvz*","Savio","MCI","F","166","FA","@CHE Sun 11:30AM","147","13.36","75%","115.85","79%"
"*05oef*","Alphonse Areola","WHU","G","167","FA","AVL Sat 12:30PM","146","3.84","60%","140.64","61%"
"*05u4m*","Patson Daka","LEI","F","168","FA","TOT Mon 3:00PM","146","9.12","12%","289.63","11%"
"*02lz0*","Emiliano Martinez","AVL","G","169","FA","@WHU Sat 12:30PM","146","3.84","90%","114.46","92%"
"*03dyk*","Jamie Vardy","LEI","F","170","FA","TOT Mon 3:00PM","144","8.47","48%","139.22","50%"
"*05vyj*","Evan Ferguson","BHA","F","171","FA","@EVE Sat 10:00AM","143.5","8.44","18%","224.01","24%"
"*03u2b*","Adama Traore","FUL","F","172","FA","@MUN Fri 3:00PM","143.5","11.04","5%","362.81","6%"
"*02lnx*","Danny Welbeck","BHA","F","173","FA","@EVE Sat 10:00AM","143.5","8.97","5%","362.27","6%"
"*0328q*","Tom Cairney","FUL","M","174","FA","@MUN Fri 3:00PM","143","7.53","1%","1173.51","2%"
"*051k7*","Reece James","CHE","D","175","FA","MCI Sun 11:30AM","143","7.15","99%","63.63","97%"
"*05s08*","Valentino Livramento","NEW","D","176","FA","SOU Sat 10:00AM","143","6.5","46%","137.82","51%"
"*04gw6*","Arijanet Muric","IPS","G","177","FA","LIV Sat 7:30AM","143","3.76","29%","153.87","35%"
"*052cb*","Ian Maatsen","AVL","D","178","FA","@WHU Sat 12:30PM","141","5.88","100%","82.76","98%"
"*06cmb*","Guglielmo Vicario","TOT","G","179","FA","@LEI Mon 3:00PM","141","3.71","77%","126.94","81%"
"*02lsa*","Dan Burn","NEW","D","180","FA","SOU Sat 10:00AM","140.5","4.84","88%","116.59","87%"
"*06fy7*","Nicolas Dominguez","NOT","M","181","FA","BOU Sat 10:00AM","140","7","2%","1070.99","2%"
"*052cd*","Mason Mount","MUN","M","182","FA","FUL Fri 3:00PM","140","11.67","49%","139.74","51%"
"*05ye7*","Oscar Bobb","MCI","M","183","FA","@CHE Sun 11:30AM","139.5","12.68","43%","135.08","54%"
"*063e3*","Neto","BOU","G","184","FA","@NOT Sat 10:00AM","138","3.63","20%","214.01","27%"
"*05a6e*","Neco Williams","NOT","D","185","FA","BOU Sat 10:00AM","138","5.11","23%","166.37","25%"
"*05rl4*","Crysencio Summerville","WHU","F","186","FA","AVL Sat 12:30PM","136","9.71","45%","99.04","46%"
"*02oq6*","Luke Shaw","MUN","D","187","FA","FUL Fri 3:00PM","134","5.58","97%","90.24","95%"
"*05nzu*","Gabriel Magalhaes","ARS","D","188","FA","WOL Sat 10:00AM","133","4.03","99%","63.04","99%"
"*05os8*","Joachim Andersen","CRY","D","189","FA","@BRF Sun 9:00AM","132.5","3.68","97%","92.71","96%"
"*04qrc*","Raul Jimenez","FUL","F","190","FA","@MUN Fri 3:00PM","131.5","8.22","4%","376.96","4%"
"*04tig*","Fabian Schar","NEW","D","191","FA","SOU Sat 10:00AM","131.5","4.11","99%","86.06","98%"
"*063q8*","Mikkel Damsgaard","BRF","M","192","FA","CRY Sun 9:00AM","129.5","8.09","2%","402.59","2%"
"*05uhj*","Conor Bradley","LIV","D","193","FA","@IPS Sat 7:30AM","129","9.92","81%","115.16","81%"
"*06nv3*","Filip Jørgensen","CHE","G","194","FA","MCI Sun 11:30AM","129","4.3","9%","323.9","12%"
"*05s00*","Daniel Jebbison","BOU","F","195","FA","@NOT Sat 10:00AM","127.5","9.81","0%","1200.4","1%"
"*04u41*","Mateo Kovacic","MCI","M","196","FA","@CHE Sun 11:30AM","127.5","7.97","6%","344.69","8%"
"*03gu4*","Harry Maguire","MUN","D","197","FA","FUL Fri 3:00PM","127.5","4.72","38%","144.74","45%"
"*068a1*","Mykhailo Mudryk","CHE","M","198","FA","MCI Sun 11:30AM","127","9.77","62%","136.75","61%"
"*05mxc*","Timo Werner","TOT","F","199","FA","@LEI Mon 3:00PM","127","11.55","49%","137.2","54%"
"*05o4c*","Timothy Castagne","FUL","D","200","FA","@MUN Fri 3:00PM","125.5","3.8","50%","140.61","52%"
"*061y6*","Ryan Yates","NOT","M","201","FA","BOU Sat 10:00AM","125.5","5.7","0%","1112.2","1%"
"*06f81*","Edson Alvarez","WHU","M","202","FA","AVL Sat 12:30PM","125","6.25","2%","384.47","5%"
"*051kl*","Emiliano Buendia","AVL","M","203","FA","@WHU Sat 12:30PM","125","11.36","28%","143.34","26%"
"*04abn*","Harvey Barnes","NEW","M","204","FA","SOU Sat 10:00AM","124.5","11.32","85%","108.47","86%"
"*05opk*","Vladimir Coufal","WHU","D","205","FA","AVL Sat 12:30PM","124","4","35%","146.04","36%"
"*06fso*","Wataru Endo","LIV","M","206","FA","@IPS Sat 7:30AM","124","7.75","5%","343.25","6%"
"*061z3*","Fabio Vieira","ARS","M","208","FA","WOL Sat 10:00AM","124","12.4","2%","1061.99","3%"
"*063e7*","Marcos Senesi","BOU","D","207","FA","@NOT Sat 10:00AM","124","3.76","73%","125.6","74%"
"*03dx3*","Kieran Trippier","NEW","D","209","FA","SOU Sat 10:00AM","123.5","9.5","100%","33.63","99%"
"*04ge6*","Joe Willock","NEW","M","210","FA","SOU Sat 10:00AM","123","9.46","6%","341.19","7%"
"*05u7f*","Ibrahima Konate","LIV","D","211","FA","@IPS Sat 7:30AM","121.5","5.52","78%","121.9","76%"
"*063hu*","Amadou Onana","AVL","M","212","FA","@WHU Sat 12:30PM","121.5","6.75","41%","135.99","43%"
"*03sgc*","Jordan Ayew","CRY","F","213","FA","@BRF Sun 9:00AM","120.5","9.27","10%","302.29","12%"
"*06f8y*","Alex Scott","BOU","M","214","FA","@NOT Sat 10:00AM","120.5","7.53","6%","354.77","7%"
"*06fxe*","Ryan Gravenberch","LIV","M","215","FA","@IPS Sat 7:30AM","119.5","9.19","2%","394.93","5%"
"*04qfy*","Ricardo Pereira","LEI","D","216","FA","TOT Mon 3:00PM","118.5","4.09","60%","130.51","63%"
"*0558w*","William Saliba","ARS","D","217","FA","WOL Sat 10:00AM","117.5","3.46","100%","53.67","99%"
"*05uoc*","Cristian Romero","TOT","D","218","FA","@LEI Mon 3:00PM","117","3.77","97%","82.51","97%"
"*05ue7*","Frank Onyeka","BRF","M","219","FA","CRY Sun 9:00AM","116.5","7.28","0%","-","0%"
"*04f67*","Philip Billing","BOU","M","220","FA","@NOT Sat 10:00AM","116","9.67","3%","377.81","3%"
"*061va*","Boubacar Kamara","AVL","M","221","FA","@WHU Sat 12:30PM","114","6","0%","1150.8","1%"
"*04ge9*","Eddie Nketiah","ARS","F","222","FA","WOL Sat 10:00AM","114","12.67","13%","277.98","17%"
"*06fuw*","Djordje Petrovic","CHE","G","223","FA","MCI Sun 11:30AM","113","4.71","7%","344.58","8%"
"*062p3*","Keane Lewis-Potter","BRF","F","224","FA","CRY Sun 9:00AM","112.5","8.65","0%","1148.8","1%"
"*05u5d*","Boubakary Soumare","LEI","M","225","FA","TOT Mon 3:00PM","112.5","5.11","0%","-","0%"
"*03yww*","Dean Henderson","CRY","G","226","FA","@BRF Sun 9:00AM","112","3.29","16%","249.66","22%"
"*04s8k*","Jorginho","ARS","M","227","FA","WOL Sat 10:00AM","111","8.54","5%","353.14","5%"
"*04mdj*","Nathan Broadhead","IPS","F","228","FA","LIV Sat 7:30AM","110.5","8.5","3%","379.8","3%"
"*062cn*","Julian Alvarez","MCI","F","229","FA","@CHE Sun 11:30AM","109.5","15.64","84%","52.44","68%"
"*03am7*","Jacob Murphy","NEW","M","230","FA","SOU Sat 10:00AM","109.5","9.95","58%","133.75","63%"
"*06clz*","Malo Gusto","CHE","D","231","FA","MCI Sun 11:30AM","109","4.95","93%","106.41","93%"
"*05w9q*","Odsonne Edouard","CRY","F","232","FA","@BRF Sun 9:00AM","107.5","9.77","6%","351.55","5%"
"*03frx*","Ola Aina","NOT","D","233","FA","BOU Sat 10:00AM","106.5","3.8","4%","376.57","6%"
"*06nl5*","Jesper Lindstrøm","EVE","M","234","FA","BHA Sat 10:00AM","106.5","9.68","14%","264.48","14%"
"*04ug0*","Sean Longstaff","NEW","M","235","FA","SOU Sat 10:00AM","106.5","6.66","4%","362.72","7%"
"*04fk5*","Ederson","MCI","G","236","FA","@CHE Sun 11:30AM","106","2.79","64%","114.79","72%"
